features_string,Churn_index,prediction
"(7,[0,1,2],[71.0,108.05000305175781,7671.5498046875])",1,0
"[72.0,19.399999618530273,1396.800048828125,0.0,1.0,1.0,0.0]",0,0
"[27.0,56.150001525878906,1516.050048828125,1.0,0.0,0.0,0.0]",0,0
"[1.0,24.700000762939453,24.700000762939453,0.0,0.0,1.0,1.0]",0,0
"(7,[0,1,2],[1.0,80.5,80.5])",1,1
"[68.0,83.6500015258789,5688.2001953125,1.0,1.0,1.0,0.0]",0,0
"[13.0,85.94999694824219,1117.3499755859375,1.0,0.0,0.0,0.0]",0,1
"[35.0,19.899999618530273,696.5,0.0,1.0,1.0,0.0]",0,0
"[69.0,75.75,5226.75,0.0,1.0,1.0,0.0]",0,0
"[18.0,19.350000381469727,348.29998779296875,1.0,1.0,1.0,0.0]",0,0
"[25.0,34.0,850.0,1.0,1.0,0.0,1.0]",1,0
"[56.0,98.25,5502.0,1.0,1.0,0.0,0.0]",1,0
"[17.0,80.8499984741211,1374.449951171875,0.0,1.0,1.0,0.0]",1,0
"[62.0,84.44999694824219,5235.89990234375,1.0,0.0,0.0,0.0]",0,0
"(7,[0,1,2],[24.0,85.94999694824219,2062.800048828125])",0,0
"[57.0,94.69999694824219,5397.89990234375,1.0,0.0,0.0,0.0]",0,0
"[17.0,94.4000015258789,1604.800048828125,1.0,1.0,1.0,0.0]",1,0
"[11.0,94.0,1034.0,1.0,1.0,0.0,0.0]",1,1
"[2.0,73.55000305175781,147.10000610351562,1.0,1.0,1.0,0.0]",1,1
"[23.0,93.5,2150.5,1.0,0.0,0.0,0.0]",0,1
"[70.0,90.8499984741211,6359.5,1.0,1.0,0.0,0.0]",0,0
"[6.0,89.5,537.0,1.0,0.0,0.0,0.0]",1,1
"[32.0,104.9000015258789,3356.800048828125,0.0,1.0,0.0,0.0]",1,1
"(7,[0,1,2],[8.0,74.8499984741211,598.7999877929688])",0,1
"(7,[0,1,2],[3.0,60.650001525878906,181.9499969482422])",0,1
"[3.0,34.79999923706055,104.4000015258789,1.0,0.0,0.0,1.0]",0,1
"[9.0,24.600000381469727,221.39999389648438,0.0,0.0,0.0,1.0]",0,0
"[13.0,25.149999618530273,326.95001220703125,0.0,0.0,0.0,1.0]",0,0
"[1.0,25.850000381469727,25.850000381469727,1.0,0.0,0.0,1.0]",0,0
"[23.0,20.399999618530273,469.20001220703125,1.0,1.0,1.0,0.0]",0,0
"[13.0,19.75,256.75,1.0,1.0,1.0,0.0]",0,0
"[23.0,77.1500015258789,1774.449951171875,1.0,1.0,1.0,0.0]",0,0
"[1.0,35.45000076293945,35.45000076293945,0.0,0.0,0.0,1.0]",1,1
"[27.0,104.30000305175781,2816.10009765625,1.0,1.0,0.0,0.0]",1,1
"[51.0,79.1500015258789,4036.64990234375,1.0,1.0,1.0,0.0]",0,0
"[19.0,25.600000381469727,486.3999938964844,1.0,1.0,1.0,0.0]",0,0
"[14.0,19.549999237060547,273.70001220703125,1.0,1.0,1.0,0.0]",0,0
"[57.0,44.849998474121094,2556.449951171875,0.0,1.0,0.0,1.0]",1,0
"[72.0,97.75,7038.0,0.0,1.0,1.0,0.0]",0,0
"(7,[0,1,2],[56.0,94.44999694824219,5289.2001953125])",1,0
"[13.0,88.3499984741211,1148.550048828125,1.0,1.0,1.0,0.0]",1,0
"[1.0,45.849998474121094,45.849998474121094,0.0,1.0,1.0,0.0]",1,0
"[60.0,104.94999694824219,6297.0,1.0,0.0,0.0,0.0]",0,0
"[35.0,109.94999694824219,3848.25,0.0,1.0,1.0,0.0]",0,0
"[49.0,100.5999984741211,4929.39990234375,0.0,0.0,1.0,0.0]",1,0
"(7,[0,1,2],[65.0,105.0999984741211,6831.5])",0,0
"(7,[0,1,2],[52.0,21.0,1092.0])",0,0
"(7,[0,1,2],[26.0,83.94999694824219,2182.699951171875])",1,0
"[8.0,74.5,596.0,0.0,1.0,0.0,0.0]",1,1
"[51.0,29.450000762939453,1501.949951171875,0.0,1.0,0.0,1.0]",0,0
"[71.0,106.0,7526.0,0.0,1.0,1.0,0.0]",1,0
"(7,[0,1,2],[39.0,95.6500015258789,3730.35009765625])",1,0
"[71.0,19.450000762939453,1380.949951171875,0.0,1.0,1.0,0.0]",0,0
"[34.0,19.600000381469727,666.4000244140625,0.0,1.0,1.0,0.0]",0,0
"(7,[0,1,2],[11.0,111.4000015258789,1225.4000244140625])",0,1
"(7,[0,1,2],[69.0,19.299999237060547,1331.699951171875])",0,0
"[32.0,98.8499984741211,3163.199951171875,0.0,1.0,0.0,0.0]",0,0
"[14.0,78.0999984741211,1093.4000244140625,1.0,1.0,0.0,0.0]",0,1
"(7,[0,1,2],[35.0,95.44999694824219,3340.75])",1,0
"[18.0,48.349998474121094,870.2999877929688,1.0,1.0,0.0,1.0]",1,0
"[59.0,99.5,5870.5,1.0,0.0,0.0,0.0]",0,0
"(7,[0,1,2],[40.0,102.6500015258789,4106.0])",0,0
"[17.0,83.55000305175781,1420.3499755859375,1.0,0.0,0.0,0.0]",0,0
"[30.0,85.44999694824219,2563.5,0.0,1.0,1.0,0.0]",0,0
"[1.0,19.200000762939453,19.200000762939453,0.0,1.0,1.0,0.0]",0,0
"[13.0,89.4000015258789,1162.199951171875,1.0,0.0,0.0,0.0]",1,1
"[13.0,18.799999237060547,244.39999389648438,1.0,1.0,1.0,0.0]",0,0
"[40.0,50.150001525878906,2006.0,0.0,1.0,0.0,0.0]",0,0
"[31.0,79.19999694824219,2455.199951171875,1.0,0.0,0.0,0.0]",0,0
"[3.0,74.5999984741211,223.8000030517578,1.0,1.0,0.0,0.0]",0,1
"(7,[0,1,2],[1.0,45.25,45.25])",0,0
"(7,[0,1,2],[2.0,79.44999694824219,158.89999389648438])",0,1
"[1.0,71.0,71.0,0.0,1.0,1.0,0.0]",1,1
"[58.0,108.8499984741211,6313.2998046875,0.0,1.0,0.0,0.0]",1,0
"[6.0,99.94999694824219,599.7000122070312,1.0,0.0,0.0,0.0]",1,1
"[43.0,60.400001525878906,2597.199951171875,1.0,1.0,1.0,1.0]",0,0
"[4.0,55.5,222.0,1.0,0.0,0.0,0.0]",0,0
"[25.0,20.950000762939453,523.75,0.0,1.0,0.0,0.0]",0,0
"[19.0,94.94999694824219,1804.050048828125,1.0,1.0,0.0,0.0]",0,1
"(7,[0,1,2],[49.0,74.5999984741211,3655.39990234375])",0,0
"(7,[0,1,2],[68.0,20.0,1360.0])",0,0
"[58.0,20.299999237060547,1177.4000244140625,1.0,1.0,1.0,0.0]",0,0
"[24.0,24.200000762939453,580.7999877929688,0.0,1.0,1.0,0.0]",0,0
"[15.0,69.5,1042.5,0.0,1.0,1.0,0.0]",0,0
"[10.0,70.30000305175781,703.0,1.0,1.0,1.0,0.0]",0,0
"[40.0,25.25,1010.0,0.0,1.0,1.0,0.0]",0,0
"[70.0,79.69999694824219,5579.0,1.0,1.0,1.0,0.0]",0,0
"[70.0,74.0999984741211,5187.0,1.0,1.0,1.0,0.0]",0,0
"[2.0,84.05000305175781,168.10000610351562,1.0,1.0,0.0,0.0]",0,1
"[60.0,19.950000762939453,1197.0,0.0,0.0,1.0,0.0]",0,0
"(7,[0,1,2],[24.0,70.0,1680.0])",0,0
"[72.0,112.5999984741211,8107.2001953125,0.0,1.0,1.0,0.0]",0,0
"(7,[0,1,2],[34.0,26.100000381469727,887.4000244140625])",0,0
"[37.0,64.75,2395.75,1.0,0.0,0.0,0.0]",1,0
"[63.0,104.80000305175781,6602.39990234375,0.0,1.0,1.0,0.0]",0,0
"[47.0,74.05000305175781,3480.35009765625,1.0,0.0,0.0,0.0]",0,0
"[24.0,84.3499984741211,2024.4000244140625,1.0,0.0,0.0,0.0]",0,0
"[72.0,90.94999694824219,6548.39990234375,1.0,1.0,1.0,0.0]",0,0
"[66.0,75.0999984741211,4956.60009765625,0.0,1.0,1.0,0.0]",0,0
"[46.0,84.80000305175781,3900.800048828125,1.0,0.0,1.0,0.0]",0,0
"[61.0,24.200000762939453,1476.199951171875,1.0,1.0,1.0,0.0]",0,0
"[2.0,20.450000762939453,40.900001525878906,1.0,0.0,0.0,0.0]",0,0
"[35.0,85.94999694824219,3008.25,1.0,0.0,0.0,0.0]",1,0
"[71.0,24.450000762939453,1735.949951171875,1.0,1.0,0.0,0.0]",0,0
"[66.0,109.25,7210.5,1.0,1.0,1.0,0.0]",0,0
"[9.0,71.0,639.0,1.0,0.0,0.0,0.0]",1,1
"[31.0,89.9000015258789,2786.89990234375,1.0,0.0,0.0,0.0]",1,0
"(7,[0,1,2],[72.0,88.5999984741211,6379.2001953125])",0,0
"[43.0,19.200000762939453,825.5999755859375,0.0,1.0,1.0,0.0]",0,0
"[61.0,88.6500015258789,5407.64990234375,1.0,0.0,0.0,0.0]",0,0
"[54.0,20.5,1107.0,1.0,0.0,0.0,0.0]",0,0
"(7,[0,1,2],[2.0,53.849998474121094,107.69999694824219])",1,0
"[2.0,30.399999618530273,60.79999923706055,1.0,0.0,0.0,1.0]",1,1
"[10.0,24.399999618530273,244.0,0.0,1.0,1.0,0.0]",0,0
"[29.0,31.200000762939453,904.7999877929688,1.0,0.0,0.0,1.0]",0,0
"[5.0,19.649999618530273,98.25,1.0,0.0,0.0,0.0]",0,0
"[68.0,25.5,1734.0,1.0,0.0,0.0,0.0]",0,0
"(7,[0,1,2],[1.0,69.0999984741211,69.0999984741211])",1,1
"(7,[0,1,2],[1.0,19.75,19.75])",0,0
"[51.0,83.8499984741211,4276.35009765625,0.0,1.0,0.0,0.0]",0,0
"[2.0,70.94999694824219,141.89999389648438,1.0,0.0,0.0,0.0]",1,1
"(7,[0,1,2],[1.0,88.3499984741211,88.3499984741211])",1,1
"(7,[0,1,2],[24.0,54.79999923706055,1315.199951171875])",0,0
"[6.0,19.549999237060547,117.30000305175781,0.0,1.0,1.0,0.0]",0,0
"(7,[0,1,2],[35.0,61.20000076293945,2142.0])",0,0
"[11.0,96.19999694824219,1058.199951171875,1.0,1.0,0.0,0.0]",1,1
"(7,[0,1,2],[21.0,82.3499984741211,1729.3499755859375])",1,0
"[66.0,54.650001525878906,3606.89990234375,0.0,1.0,1.0,1.0]",0,0
"[1.0,35.04999923706055,35.04999923706055,1.0,0.0,0.0,1.0]",1,1
"[13.0,20.450000762939453,265.8500061035156,1.0,1.0,1.0,0.0]",0,0
"[16.0,71.80000305175781,1148.800048828125,0.0,1.0,0.0,0.0]",1,0
"[66.0,104.05000305175781,6867.2998046875,0.0,1.0,0.0,0.0]",1,0
"[67.0,24.850000381469727,1664.949951171875,0.0,1.0,0.0,0.0]",0,0
"[33.0,20.100000381469727,663.2999877929688,1.0,1.0,1.0,0.0]",0,0
"[64.0,20.200000762939453,1292.800048828125,1.0,1.0,1.0,0.0]",0,0
"[1.0,36.45000076293945,36.45000076293945,1.0,0.0,0.0,1.0]",1,1
"[71.0,93.19999694824219,6617.2001953125,1.0,1.0,0.0,0.0]",0,0
"[8.0,68.55000305175781,548.4000244140625,1.0,1.0,1.0,0.0]",0,0
"(7,[0,1,2],[53.0,24.600000381469727,1303.800048828125])",0,0
"[63.0,75.55000305175781,4759.64990234375,1.0,1.0,1.0,0.0]",0,0
"[1.0,23.450000762939453,23.450000762939453,0.0,1.0,0.0,1.0]",1,1
"[2.0,43.95000076293945,87.9000015258789,1.0,0.0,0.0,0.0]",0,0
"[1.0,20.549999237060547,20.549999237060547,1.0,1.0,1.0,0.0]",1,0
"[4.0,33.650001525878906,134.60000610351562,1.0,0.0,0.0,1.0]",1,1
"[20.0,44.349998474121094,887.0,1.0,0.0,0.0,0.0]",0,0
"[72.0,117.5999984741211,8467.2001953125,1.0,1.0,1.0,0.0]",0,0
"[31.0,79.8499984741211,2475.35009765625,1.0,0.0,0.0,0.0]",1,0
"[71.0,66.19999694824219,4700.2001953125,0.0,1.0,1.0,0.0]",0,0
"[40.0,105.75,4230.0,1.0,1.0,0.0,0.0]",0,0
"[72.0,106.0999984741211,7639.2001953125,0.0,1.0,1.0,0.0]",0,0
"[2.0,70.75,141.5,1.0,0.0,0.0,0.0]",1,1
"(7,[0,1,2],[1.0,69.0999984741211,69.0999984741211])",1,1
"[67.0,25.600000381469727,1715.199951171875,0.0,1.0,0.0,0.0]",0,0
"[72.0,109.25,7866.0,1.0,1.0,0.0,0.0]",1,0
"[1.0,59.20000076293945,59.20000076293945,1.0,0.0,1.0,0.0]",1,0
"[64.0,25.549999237060547,1635.199951171875,1.0,1.0,0.0,0.0]",0,0
"[50.0,71.05000305175781,3552.5,1.0,1.0,0.0,0.0]",1,0
"(7,[0,1,2],[2.0,19.75,39.5])",0,0
"(7,[0,1,2],[24.0,49.54999923706055,1189.199951171875])",1,0
"[57.0,59.599998474121094,3397.199951171875,0.0,1.0,1.0,0.0]",0,0
"[34.0,24.950000762939453,848.2999877929688,1.0,1.0,1.0,0.0]",0,0
"[72.0,116.44999694824219,8384.400390625,1.0,0.0,0.0,0.0]",0,0
"[5.0,20.149999618530273,100.75,1.0,0.0,0.0,0.0]",0,0
"[42.0,50.25,2110.5,1.0,1.0,0.0,0.0]",1,0
"(7,[0,1,2],[26.0,19.399999618530273,504.3999938964844])",0,0
"[1.0,91.30000305175781,91.30000305175781,1.0,0.0,0.0,0.0]",1,1
"[25.0,99.5,2487.5,1.0,0.0,0.0,0.0]",1,1
"(7,[0,1,2],[19.0,78.25,1486.75])",1,0
"[6.0,19.850000381469727,119.0999984741211,0.0,1.0,1.0,0.0]",0,0
"[29.0,98.5,2856.5,0.0,1.0,0.0,0.0]",1,0
"(7,[0,1,2],[3.0,45.45000076293945,136.35000610351562])",0,0
"[51.0,93.5,4768.5,1.0,1.0,0.0,0.0]",0,0
"[11.0,100.75,1108.25,1.0,0.0,0.0,0.0]",1,1
"(7,[0,1,2],[16.0,20.0,320.0])",0,0
"[72.0,65.55000305175781,4719.60009765625,0.0,0.0,0.0,1.0]",0,0
"[71.0,19.700000762939453,1398.699951171875,0.0,1.0,1.0,0.0]",0,0
"[48.0,78.75,3780.0,0.0,0.0,1.0,0.0]",0,0
"[24.0,53.599998474121094,1286.4000244140625,0.0,1.0,0.0,0.0]",0,0
"[1.0,69.55000305175781,69.55000305175781,1.0,0.0,0.0,0.0]",1,1
"(7,[0,1,2],[10.0,89.5,895.0])",1,1
"[56.0,68.75,3850.0,1.0,1.0,1.0,0.0]",0,0
"[12.0,75.8499984741211,910.2000122070312,1.0,0.0,0.0,0.0]",0,1
"[50.0,89.69999694824219,4485.0,1.0,0.0,0.0,0.0]",0,0
"[13.0,89.05000305175781,1157.6500244140625,0.0,1.0,0.0,0.0]",1,1
"[41.0,66.5,2726.5,1.0,1.0,1.0,0.0]",1,0
"[12.0,34.0,408.0,0.0,0.0,0.0,1.0]",0,0
"[1.0,25.25,25.25,1.0,0.0,0.0,1.0]",0,0
"[12.0,33.599998474121094,403.20001220703125,1.0,0.0,0.0,1.0]",0,0
"[21.0,64.8499984741211,1361.8499755859375,1.0,0.0,1.0,0.0]",0,0
"(7,[0,1,2],[4.0,90.05000305175781,360.20001220703125])",1,1
"[2.0,20.0,40.0,0.0,1.0,0.0,0.0]",0,0
"[61.0,82.1500015258789,5011.14990234375,0.0,1.0,0.0,0.0]",0,0
"[17.0,85.3499984741211,1450.949951171875,1.0,1.0,0.0,0.0]",1,1
"[1.0,20.5,20.5,1.0,1.0,1.0,0.0]",1,0
"[66.0,88.9000015258789,5867.39990234375,1.0,0.0,0.0,0.0]",0,0
"[72.0,19.950000762939453,1436.4000244140625,0.0,1.0,1.0,0.0]",0,0
"[8.0,80.0999984741211,640.7999877929688,1.0,0.0,0.0,0.0]",1,1
"(7,[0,1,2],[68.0,117.19999694824219,7969.60009765625])",0,0
"[3.0,79.6500015258789,238.9499969482422,0.0,1.0,0.0,0.0]",1,1
"[28.0,39.099998474121094,1094.800048828125,1.0,1.0,1.0,1.0]",0,0
"[56.0,72.5999984741211,4065.60009765625,1.0,1.0,1.0,0.0]",0,0
"[15.0,103.44999694824219,1551.75,0.0,1.0,0.0,0.0]",0,1
"[56.0,19.549999237060547,1094.800048828125,1.0,0.0,0.0,0.0]",0,0
"[69.0,20.549999237060547,1417.949951171875,0.0,1.0,1.0,0.0]",0,0
"[72.0,64.94999694824219,4676.39990234375,0.0,1.0,0.0,1.0]",0,0
"[62.0,25.799999237060547,1599.5999755859375,1.0,0.0,0.0,0.0]",0,0
"[2.0,70.6500015258789,141.3000030517578,1.0,0.0,0.0,0.0]",1,1
"[27.0,49.849998474121094,1345.949951171875,1.0,1.0,1.0,0.0]",0,0
"[37.0,36.650001525878906,1356.050048828125,0.0,0.0,0.0,1.0]",0,0
"(7,[1,4,5],[25.75,1.0,1.0])",0,0
"[47.0,65.0,3055.0,1.0,0.0,0.0,0.0]",0,0
"[72.0,105.5,7596.0,1.0,1.0,0.0,0.0]",0,0
"(7,[0,1,2],[22.0,94.94999694824219,2088.89990234375])",0,1
"(7,[0,1,2],[23.0,104.05000305175781,2393.14990234375])",1,1
"(7,[0,1,2],[54.0,89.80000305175781,4849.2001953125])",0,0
"[64.0,90.25,5776.0,0.0,1.0,1.0,0.0]",0,0
"[21.0,104.4000015258789,2192.39990234375,1.0,1.0,0.0,0.0]",1,1
"(7,[0,1,2],[2.0,93.8499984741211,187.6999969482422])",1,1
"(7,[0,1,2],[26.0,49.150001525878906,1277.9000244140625])",0,0
"[3.0,36.849998474121094,110.55000305175781,0.0,0.0,0.0,1.0]",1,1
"[42.0,60.150001525878906,2526.300048828125,1.0,0.0,0.0,0.0]",0,0
"(7,[0,1,2],[2.0,71.30000305175781,142.60000610351562])",0,1
"[2.0,19.850000381469727,39.70000076293945,0.0,1.0,1.0,0.0]",1,0
"[52.0,98.1500015258789,5103.7998046875,1.0,1.0,1.0,0.0]",0,0
"[52.0,105.05000305175781,5462.60009765625,1.0,1.0,0.0,0.0]",1,0
"[61.0,103.94999694824219,6340.9501953125,1.0,0.0,0.0,0.0]",0,0
"(7,[0,1,2],[1.0,69.80000305175781,69.80000305175781])",1,1
"[16.0,84.75,1356.0,1.0,0.0,0.0,0.0]",1,1
"[42.0,20.25,850.5,0.0,1.0,1.0,0.0]",0,0
"[18.0,88.8499984741211,1599.300048828125,1.0,1.0,0.0,0.0]",0,1
"[8.0,76.1500015258789,609.2000122070312,0.0,1.0,1.0,0.0]",0,0
"[25.0,88.4000015258789,2210.0,1.0,1.0,0.0,0.0]",0,0
"[8.0,43.45000076293945,347.6000061035156,0.0,1.0,1.0,0.0]",0,0
"[55.0,59.45000076293945,3269.75,0.0,1.0,1.0,0.0]",0,0
"[52.0,57.95000076293945,3013.39990234375,1.0,0.0,0.0,0.0]",0,0
"[59.0,68.69999694824219,4053.300048828125,1.0,0.0,0.0,0.0]",0,0
"[9.0,43.75,393.75,1.0,0.0,0.0,0.0]",0,0
"[10.0,80.25,802.5,1.0,0.0,0.0,0.0]",1,1
"[4.0,73.75,295.0,1.0,1.0,1.0,0.0]",1,0
"[20.0,81.44999694824219,1629.0,1.0,0.0,0.0,0.0]",0,0
"[42.0,66.5,2793.0,1.0,0.0,0.0,0.0]",0,0
"[20.0,91.0,1820.0,1.0,1.0,0.0,0.0]",0,1
"(7,[0,1,2],[15.0,79.4000015258789,1191.0])",1,0
"[53.0,62.849998474121094,3331.050048828125,0.0,0.0,1.0,0.0]",0,0
"[34.0,88.8499984741211,3020.89990234375,0.0,1.0,0.0,0.0]",0,0
"[13.0,55.95000076293945,727.3499755859375,1.0,1.0,1.0,0.0]",1,0
"[45.0,24.450000762939453,1100.25,0.0,1.0,1.0,0.0]",0,0
"[70.0,74.80000305175781,5236.0,0.0,1.0,0.0,0.0]",0,0
"[40.0,96.3499984741211,3854.0,1.0,1.0,1.0,0.0]",0,0
"[18.0,87.9000015258789,1582.199951171875,0.0,1.0,1.0,0.0]",0,0
"(7,[0,1,2],[1.0,20.049999237060547,20.049999237060547])",0,0
"(7,[0,1,2],[1.0,19.299999237060547,19.299999237060547])",1,0
"[70.0,98.69999694824219,6909.0,0.0,1.0,0.0,0.0]",0,0
"[42.0,95.55000305175781,4013.10009765625,1.0,1.0,0.0,0.0]",0,0
"[8.0,19.950000762939453,159.60000610351562,1.0,0.0,1.0,0.0]",0,0
"[18.0,57.45000076293945,1034.0999755859375,0.0,1.0,1.0,0.0]",1,0
"[67.0,49.349998474121094,3306.449951171875,0.0,0.0,0.0,1.0]",0,0
"[18.0,33.599998474121094,604.7999877929688,0.0,0.0,0.0,1.0]",0,0
"[20.0,20.0,400.0,1.0,1.0,1.0,0.0]",0,0
"[45.0,99.69999694824219,4486.5,0.0,0.0,1.0,0.0]",0,0
"[29.0,20.0,580.0,1.0,0.0,0.0,0.0]",0,0
"[44.0,84.80000305175781,3731.199951171875,1.0,0.0,0.0,0.0]",1,0
"(7,[0,1,2],[50.0,70.3499984741211,3517.5])",0,0
"(7,[0,1,2],[1.0,55.54999923706055,55.54999923706055])",0,0
"[63.0,79.80000305175781,5027.39990234375,0.0,1.0,0.0,0.0]",0,0
"[2.0,80.1500015258789,160.3000030517578,1.0,1.0,0.0,0.0]",0,1
"[67.0,105.69999694824219,7081.89990234375,1.0,1.0,0.0,0.0]",0,0
"[12.0,30.25,363.0,1.0,1.0,1.0,1.0]",0,0
"(7,[0,1,2],[5.0,20.049999237060547,100.25])",0,0
"(7,[0,1,2],[1.0,20.200000762939453,20.200000762939453])",1,0
"[5.0,81.0,405.0,1.0,1.0,0.0,0.0]",1,1
"(7,[0,1,2],[26.0,19.799999237060547,514.7999877929688])",0,0
"[48.0,103.25,4956.0,1.0,1.0,1.0,0.0]",1,0
"[11.0,29.600000381469727,325.6000061035156,1.0,1.0,1.0,1.0]",0,0
"[8.0,19.450000762939453,155.60000610351562,0.0,0.0,1.0,0.0]",0,0
"[35.0,62.150001525878906,2175.25,1.0,1.0,0.0,0.0]",0,0
"[50.0,103.4000015258789,5170.0,0.0,1.0,1.0,0.0]",0,0
"[30.0,100.19999694824219,3006.0,1.0,0.0,0.0,0.0]",1,0
"[20.0,79.1500015258789,1583.0,1.0,0.0,0.0,0.0]",1,0
"[32.0,89.5999984741211,2867.199951171875,1.0,1.0,1.0,0.0]",0,0
"[72.0,103.75,7470.0,0.0,1.0,0.0,0.0]",0,0
"[13.0,84.44999694824219,1097.8499755859375,1.0,0.0,0.0,0.0]",1,1
"[35.0,72.0999984741211,2523.5,0.0,0.0,1.0,0.0]",0,0
"[16.0,79.94999694824219,1279.199951171875,1.0,1.0,1.0,0.0]",0,0
"[19.0,24.100000381469727,457.8999938964844,0.0,0.0,1.0,0.0]",0,0
"[67.0,83.8499984741211,5617.9501953125,0.0,1.0,0.0,0.0]",0,0
"[1.0,86.0,86.0,1.0,0.0,0.0,0.0]",1,1
"[56.0,73.25,4102.0,1.0,0.0,0.0,0.0]",0,0
"[40.0,85.05000305175781,3402.0,0.0,1.0,1.0,0.0]",0,0
"[3.0,73.8499984741211,221.5500030517578,1.0,0.0,0.0,0.0]",0,1
"(7,[0,1,2],[13.0,73.75,958.75])",0,0
"[1.0,69.6500015258789,69.6500015258789,1.0,0.0,0.0,0.0]",1,1
"(7,[0,1,2],[1.0,20.0,20.0])",1,0
"[39.0,20.450000762939453,797.5499877929688,0.0,1.0,0.0,0.0]",0,0
"(7,[0,1,2],[1.0,19.799999237060547,19.799999237060547])",1,0
"(7,[0,1,2],[15.0,58.599998474121094,879.0])",1,0
"[2.0,91.44999694824219,182.89999389648438,0.0,1.0,0.0,0.0]",0,1
"[4.0,88.94999694824219,355.79998779296875,1.0,0.0,0.0,0.0]",1,1
"[4.0,85.94999694824219,343.79998779296875,1.0,1.0,1.0,0.0]",1,1
"[43.0,20.0,860.0,1.0,1.0,1.0,0.0]",0,0
"[71.0,84.4000015258789,5992.39990234375,1.0,1.0,0.0,0.0]",0,0
"(7,[0,1,2],[3.0,69.5999984741211,208.8000030517578])",0,1
"[17.0,25.100000381469727,426.70001220703125,0.0,0.0,0.0,1.0]",0,0
"[49.0,93.8499984741211,4598.64990234375,0.0,1.0,0.0,0.0]",0,0
"[71.0,84.19999694824219,5978.2001953125,0.0,1.0,0.0,0.0]",0,0
"[50.0,109.6500015258789,5482.5,1.0,0.0,0.0,0.0]",1,0
"[10.0,29.5,295.0,0.0,0.0,0.0,1.0]",1,0
"[23.0,84.25,1937.75,0.0,1.0,0.0,0.0]",0,0
"[30.0,66.30000305175781,1989.0,1.0,1.0,1.0,0.0]",0,0
"(7,[0,1,2],[2.0,70.69999694824219,141.39999389648438])",1,1
"[7.0,69.19999694824219,484.3999938964844,1.0,1.0,0.0,0.0]",0,1
"[39.0,50.75,1979.25,1.0,0.0,0.0,1.0]",1,0
"[9.0,20.350000381469727,183.14999389648438,1.0,1.0,1.0,0.0]",0,0
"[66.0,108.44999694824219,7157.7001953125,0.0,1.0,1.0,0.0]",0,0
"(7,[0,1,2],[64.0,104.6500015258789,6697.60009765625])",0,0
"[17.0,55.349998474121094,940.9500122070312,1.0,1.0,1.0,0.0]",0,0
"(7,[0,1,2],[1.0,20.649999618530273,20.649999618530273])",0,0
"[24.0,56.349998474121094,1352.4000244140625,1.0,0.0,0.0,0.0]",0,0
"[3.0,91.5,274.5,1.0,1.0,0.0,0.0]",1,1
"[43.0,110.75,4762.25,0.0,1.0,1.0,0.0]",1,0
"[54.0,46.0,2484.0,0.0,1.0,1.0,1.0]",0,0
"[62.0,72.0,4464.0,1.0,1.0,0.0,0.0]",0,0
"(7,[0,1,2],[10.0,98.55000305175781,985.5])",1,1
"[10.0,29.649999618530273,296.5,1.0,0.0,0.0,1.0]",1,0
"(7,[0,1,2],[38.0,94.75,3600.5])",0,0
"(7,[0,1,2],[3.0,94.8499984741211,284.54998779296875])",0,1
"[68.0,110.19999694824219,7493.60009765625,0.0,1.0,1.0,0.0]",0,0
"[17.0,44.599998474121094,758.2000122070312,0.0,0.0,1.0,0.0]",0,0
"[4.0,25.200000762939453,100.80000305175781,0.0,0.0,0.0,1.0]",1,0
"(7,[0,1,2],[27.0,19.850000381469727,535.9500122070312])",0,0
"[72.0,108.94999694824219,7844.39990234375,0.0,1.0,0.0,0.0]",0,0
"[48.0,75.1500015258789,3607.199951171875,1.0,0.0,0.0,0.0]",0,0
"[66.0,66.9000015258789,4415.39990234375,1.0,1.0,0.0,0.0]",0,0
"[1.0,85.69999694824219,85.69999694824219,1.0,0.0,0.0,0.0]",1,1
"[53.0,96.75,5127.75,1.0,0.0,0.0,0.0]",0,0
"[1.0,75.69999694824219,75.69999694824219,1.0,0.0,0.0,0.0]",1,1
"[35.0,89.69999694824219,3139.5,0.0,1.0,1.0,0.0]",0,0
"(7,[0,1,2],[17.0,55.5,943.5])",0,0
"[7.0,24.700000762939453,172.89999389648438,1.0,1.0,1.0,1.0]",0,0
"[33.0,104.4000015258789,3445.199951171875,1.0,1.0,0.0,0.0]",1,0
"(7,[0,1,2],[8.0,86.55000305175781,692.4000244140625])",1,1
"[29.0,74.94999694824219,2173.550048828125,1.0,1.0,0.0,0.0]",0,0
"[57.0,87.55000305175781,4990.35009765625,1.0,0.0,0.0,0.0]",0,0
"[42.0,73.1500015258789,3072.300048828125,0.0,1.0,1.0,0.0]",0,0
"[72.0,64.80000305175781,4665.60009765625,0.0,1.0,1.0,1.0]",0,0
"[56.0,105.5999984741211,5913.60009765625,1.0,1.0,0.0,0.0]",0,0
"[72.0,104.80000305175781,7545.60009765625,0.0,1.0,0.0,0.0]",0,0
"[53.0,97.75,5180.75,0.0,1.0,0.0,0.0]",0,0
"[12.0,50.95000076293945,611.4000244140625,0.0,0.0,0.0,1.0]",0,1
"[41.0,98.05000305175781,4020.050048828125,1.0,0.0,0.0,0.0]",0,0
"[28.0,51.0,1428.0,0.0,1.0,1.0,0.0]",0,0
